CONTIG_NAME HSP_GENOME PERCENT_IDENTITY PERCENT_COVERED_BY_HSP NORMALISED_CONTIG_SCORE
k141_7156_length_124682_cov_10.8947 CP028435.1 99.998 100.0 0.9999800000000001 
k141_10927_length_123819_cov_11.0000 CP028435.1 99.992 100.0 0.99992 
k141_30094_length_120663_cov_10.0000 CP028435.1 99.986 100.0 0.9998600000000001 
k141_49717_length_115122_cov_10.9981 CP028435.1 99.993 100.0 0.9999299999999999 
k141_64548_length_114708_cov_9.9899 CP028435.1 99.995 100.0 0.99995 
k141_11748_length_114263_cov_10.0000 CP028435.1 99.983 78.61512475604526 0.7860176018483674 
k141_38417_length_111812_cov_11.0000 CP028435.1 99.983 100.0 0.9998300000000001 
k141_42726_length_104655_cov_7.0000 CP012696.1 99.919 100.0 0.9991899999999999 
k141_37937_length_102224_cov_9.0000 CP059439.1 99.980 100.0 0.9998 
k141_59421_length_97028_cov_10.9977 CP028435.1 99.990 100.0 0.9999 
k141_55361_length_92862_cov_10.0000 CP028435.1 99.994 100.0 0.9999399999999999 
k141_16601_length_91715_cov_9.0000 CP059439.1 99.981 100.0 0.9998099999999999 
k141_10974_length_91355_cov_36.9589 CP044331.1 100.000 100.0 1.0 
k141_57866_length_91251_cov_10.9869 CP028435.1 99.972 100.0 0.9997199999999999 
k141_38805_length_90933_cov_37.9910 CP044331.1 100.000 100.0 1.0 
k141_50039_length_90524_cov_10.0000 CP059439.1 99.980 100.0 0.9998 
k141_53483_length_88904_cov_37.1589 CP044331.1 100.000 100.0 1.0 
k141_23743_length_85042_cov_36.9483 CP044331.1 99.999 100.0 0.9999899999999999 
k141_57256_length_83289_cov_36.9925 CP044331.1 100.000 100.0 1.0 
k141_12280_length_82731_cov_10.9973 CP028435.1 99.988 100.0 0.9998799999999999 
k141_22960_length_82283_cov_37.0018 CP044331.1 99.999 100.0 0.9999899999999999 
k141_14390_length_81482_cov_11.0000 CP028435.1 99.985 100.0 0.99985 
k141_37497_length_81162_cov_10.0000 CP028435.1 99.982 100.0 0.99982 
k141_52549_length_78160_cov_10.0000 CP059439.1 99.985 100.0 0.99985 
k141_38544_length_78149_cov_9.0000 CP059439.1 99.967 100.0 0.9996700000000001 
k141_47447_length_77163_cov_25.9861 CP040555.1 100.000 100.0 1.0 
k141_29442_length_76870_cov_36.9794 CP044331.1 100.000 100.0 1.0 
k141_35949_length_75763_cov_36.9833 CP044331.1 100.000 100.0 1.0 
k141_31972_length_75080_cov_10.0000 CP028435.1 99.993 100.0 0.9999299999999999 
k141_50781_length_72520_cov_10.9970 CP028435.1 99.992 100.0 0.99992 
k141_38419_length_71089_cov_81.3544 CP042813.1 99.980 82.83138038233764 0.8281481410626118 
k141_14520_length_71068_cov_10.0000 CP059439.1 99.989 100.0 0.99989 
k141_25580_length_70983_cov_11.0000 CP028435.1 99.992 100.0 0.99992 
k141_11939_length_70310_cov_8.9975 CP059439.1 99.966 100.0 0.9996599999999999 
k141_6142_length_68025_cov_10.9987 CP028435.1 99.985 100.0 0.99985 
k141_23865_length_67079_cov_76.9739 CP042813.1 99.994 100.0 0.9999399999999999 
k141_26619_length_64505_cov_10.0000 CP028435.1 100.000 100.0 1.0 
k141_41630_length_63887_cov_9.9969 CP028435.1 99.995 100.0 0.99995 
k141_35273_length_62833_cov_11.0049 CP028435.1 99.992 75.25185810004297 0.7524583795139497 
k141_6493_length_62710_cov_10.4904 CP028435.1 99.997 100.0 0.99997 
k141_17203_length_62371_cov_35.9876 CP044331.1 100.000 100.0 1.0 
k141_15430_length_62140_cov_8.9972 CP059439.1 99.973 100.0 0.9997299999999999 
k141_30742_length_61377_cov_11.0000 CP028435.1 99.977 100.0 0.99977 
k141_51597_length_60485_cov_9.9931 CP059439.1 99.988 100.0 0.9998799999999999 
k141_31581_length_57794_cov_7.0000 CP012696.1 99.865 99.98961829947746 0.9985463231477315 
k141_34128_length_55968_cov_9.9921 CP028435.1 99.998 100.0 0.9999800000000001 
k141_57534_length_55643_cov_7.0000 CP012696.1 99.856 100.0 0.9985599999999999 
k141_57546_length_55259_cov_10.0000 CP059439.1 99.960 100.0 0.9996 
k141_23617_length_54824_cov_10.0915 CP059439.1 99.984 99.9963519626441 0.9998035254633006 
k141_20029_length_53206_cov_11.9954 CP028435.1 99.996 100.0 0.9999600000000001 
k141_40637_length_53168_cov_9.9963 CP059439.1 99.983 100.0 0.9998300000000001 
k141_12972_length_53012_cov_77.7400 CP042813.1 99.970 99.7755225232023 0.9974558986644534 
k141_12897_length_51896_cov_9.9962 CP059439.1 99.983 100.0 0.9998300000000001 
k141_4943_length_50823_cov_9.9872 CP028435.1 99.967 100.0 0.9996700000000001 
k141_40708_length_50165_cov_37.9704 CP044331.1 100.000 100.0 1.0 
k141_7595_length_50152_cov_70.6179 CP042813.1 99.978 100.0 0.9997799999999999 
k141_21693_length_49994_cov_10.0000 CP059439.1 99.966 100.0 0.9996599999999999 
k141_48704_length_49985_cov_71.9672 CP042813.1 99.992 100.0 0.99992 
k141_42303_length_49659_cov_9.9960 CP059439.1 99.990 100.0 0.9999 
k141_33736_length_49603_cov_9.9960 CP059439.1 99.974 63.14134225752475 0.6312492550853779 
k141_61271_length_49406_cov_10.0000 CP028435.1 99.978 100.0 0.9997799999999999 
k141_35941_length_49130_cov_77.8319 CP042813.1 99.998 100.0 0.9999800000000001 
k141_41023_length_48013_cov_10.0000 CP028435.1 99.977 100.0 0.99977 
k141_1646_length_47864_cov_11.0000 CP028435.1 99.946 100.0 0.99946 
k141_28107_length_46870_cov_67.9470 CP044331.1 99.979 100.0 0.99979 
k141_59397_length_46812_cov_10.9953 CP028435.1 99.998 100.0 0.9999800000000001 
k141_10427_length_46325_cov_75.7256 CP042813.1 99.964 77.5866162978953 0.7755868511602806 
k141_45192_length_46188_cov_75.6050 CP042813.1 99.998 100.0 0.9999800000000001 
k141_17078_length_46089_cov_77.2198 CP042813.1 99.974 100.0 0.99974 
k141_35240_length_45605_cov_11.0000 CP028435.1 99.998 99.44304352592917 0.9944105466505866 
k141_35096_length_44623_cov_25.9753 CP040555.1 100.000 100.0 1.0 
k141_35119_length_44482_cov_36.9643 CP044333.1 100.000 100.0 1.0 
k141_58949_length_43995_cov_36.9639 CP044332.1 100.000 100.0 1.0 
k141_12942_length_43848_cov_69.9591 CP042813.1 100.000 100.0 1.0 
k141_16200_length_43802_cov_81.9145 CP042813.1 99.995 99.48632482535044 0.9948135050910918 
k141_1086_length_43501_cov_25.9746 CP040555.1 100.000 100.0 1.0 
k141_3686_length_43483_cov_76.0160 CP042813.1 99.998 100.0 0.9999800000000001 
k141_48498_length_43458_cov_37.9624 CP044331.1 100.000 100.0 1.0 
k141_61285_length_43385_cov_9.9750 CP059439.1 99.609 99.04114325227613 0.9865389238215972 
k141_57150_length_43354_cov_36.9633 CP044331.1 100.000 100.0 1.0 
k141_42077_length_42529_cov_35.9948 CP044331.1 100.000 100.0 1.0 
k141_26452_length_41775_cov_36.9716 CP044331.1 100.000 100.0 1.0 
k141_3452_length_41345_cov_11.0000 CP028435.1 99.990 100.0 0.9999 
k141_38445_length_40532_cov_82.0177 CP042813.1 99.985 100.0 0.99985 
k141_18799_length_40475_cov_7.0000 CP012696.1 99.965 100.0 0.99965 
k141_51769_length_39841_cov_82.0000 CP042813.1 99.996 66.11530835069401 0.6611266373835998 
k141_18981_length_39725_cov_37.7157 CP044333.1 100.000 100.0 1.0 
k141_36268_length_39339_cov_36.9798 CP044332.1 100.000 100.0 1.0 
k141_52643_length_39227_cov_22.9787 CP022423.1 99.985 99.97195809009101 0.9995696229637749 
k141_38350_length_38930_cov_9.9949 CP059439.1 99.987 100.0 0.9998699999999999 
k141_59775_length_38382_cov_71.9666 CP042813.1 99.969 100.0 0.99969 
k141_49565_length_37795_cov_86.9450 CP042813.1 99.997 100.0 0.99997 
k141_64269_length_37547_cov_36.9689 CP044331.1 100.000 100.0 1.0 
k141_53880_length_37518_cov_37.9877 CP044333.1 100.000 100.0 1.0 
k141_18019_length_37372_cov_7.0000 CP012696.1 99.898 100.0 0.99898 
k141_41902_length_36967_cov_77.8259 CP042813.1 99.976 100.0 0.99976 
k141_57794_length_36823_cov_10.0000 CP028435.1 99.948 100.01086277598242 0.9995885712733891 
k141_9625_length_36731_cov_81.3343 CP042813.1 99.986 99.68146796983474 0.9966751256431897 
k141_24601_length_36547_cov_7.0000 CP012696.1 99.940 73.2317290064848 0.7318778996908091 
k141_38616_length_36454_cov_5.0000 CP022424.1 99.794 100.0 0.9979399999999999 
k141_61398_length_36312_cov_79.7704 CP042813.1 99.956 100.0 0.99956 
k141_48550_length_36211_cov_11.0000 CP028435.1 99.953 99.994476816437 0.9994747941233328 
k141_10879_length_36197_cov_74.6880 CP042813.1 99.986 100.0 0.9998600000000001 
k141_33623_length_36147_cov_25.9840 CP040555.1 99.994 100.0 0.9999399999999999 
k141_62035_length_35891_cov_37.0000 CP044331.1 99.958 100.0 0.9995799999999999 
k141_32190_length_35834_cov_72.8588 CP042813.1 99.986 100.0 0.9998600000000001 
k141_8894_length_35435_cov_11.0000 CP028435.1 99.946 100.0 0.99946 
k141_37054_length_35358_cov_76.9007 CP042813.1 99.997 100.0 0.99997 
k141_52789_length_35169_cov_36.9811 CP044331.1 100.000 100.0 1.0 
k141_42555_length_35016_cov_36.9092 CP044331.1 100.000 100.0 1.0 
k141_37614_length_34946_cov_95.0451 CP042813.1 99.943 75.20460138499399 0.7516173476220455 
k141_4742_length_34756_cov_10.0000 CP059439.1 99.991 100.0 0.9999100000000001 
k141_23908_length_33490_cov_6.0000 CP036353.1 99.824 100.0 0.99824 
k141_60757_length_33180_cov_9.0000 CP059439.1 99.955 99.99095840867993 0.9994596247739602 
k141_25540_length_32904_cov_81.9456 CP042813.1 99.994 99.59883296863603 0.9959285703865791 
k141_39866_length_32825_cov_5.0000 CP036353.1 99.893 100.0 0.9989299999999999 
k141_28966_length_32272_cov_7.0000 CP012696.1 99.898 100.0 0.99898 
k141_19808_length_32224_cov_80.4427 CP042813.1 99.988 100.0 0.9998799999999999 
k141_42867_length_31760_cov_5.0000 CP036353.1 99.874 100.0 0.99874 
k141_6916_length_31254_cov_9.9965 CP028435.1 99.981 100.0 0.9998099999999999 
k141_10530_length_31217_cov_71.9237 CP042813.1 99.997 100.0 0.99997 
k141_52268_length_31064_cov_7.0000 CP012696.1 99.881 100.0 0.9988100000000001 
k141_25737_length_30581_cov_77.9924 CP042813.1 99.993 100.0 0.9999299999999999 
k141_10007_length_30531_cov_73.0000 CP042813.1 100.000 100.0 1.0 
k141_36793_length_30476_cov_9.0000 CP059439.1 99.882 100.0 0.99882 
k141_53537_length_30423_cov_36.9477 CP044333.1 100.000 100.0 1.0 
k141_46410_length_30147_cov_8.9771 CP059439.1 99.987 100.0 0.9998699999999999 
k141_20059_length_30136_cov_5.0000 CP036353.1 99.804 100.0 0.9980399999999999 
k141_28810_length_29937_cov_5.0000 CP036353.1 99.766 100.0 0.99766 
k141_7043_length_29759_cov_96.5945 CP042813.1 99.963 99.53963506838267 0.9950280540340737 
k141_13994_length_29742_cov_72.1865 CP042813.1 100.000 100.0 1.0 
k141_61399_length_29611_cov_9.9933 CP028435.1 99.986 99.97298301306947 0.9995898679544764 
k141_36967_length_29453_cov_9.9896 CP059439.1 99.983 100.0 0.9998300000000001 
k141_13227_length_29403_cov_75.7437 CP042813.1 99.758 89.9840152365405 0.8976625391966807 
k141_45191_length_29401_cov_74.9899 CP042813.1 99.969 100.0 0.99969 
k141_58599_length_29279_cov_5.0000 CP036353.1 99.891 100.0 0.9989100000000001 
k141_64586_length_28620_cov_87.9328 CP042813.1 100.000 100.0 1.0 
k141_64472_length_28187_cov_70.9872 CP042813.1 99.957 100.0 0.9995699999999998 
k141_43897_length_28182_cov_6.0000 CP036353.1 99.879 100.0 0.99879 
k141_61135_length_27638_cov_7.0000 CP012696.1 99.891 100.0 0.9989100000000001 
k141_55743_length_27509_cov_7.0000 CP012696.1 99.876 100.0 0.99876 
k141_37175_length_27156_cov_75.9873 CP042813.1 99.952 76.64236264545589 0.7660557431138607 
k141_33893_length_27129_cov_10.0000 CP059439.1 99.974 100.0 0.99974 
k141_1822_length_27056_cov_8.0000 CP012696.1 99.974 99.63039621525725 0.9960449231224129 
k141_61322_length_26997_cov_69.9409 CP042813.1 100.000 100.0 1.0 
k141_63018_length_26939_cov_79.8214 CP042813.1 99.970 100.0 0.9997 
k141_42418_length_26636_cov_9.9930 CP059439.1 99.970 99.9774740952095 0.9994748085298093 
k141_24685_length_26547_cov_71.9758 CP042813.1 99.989 100.0 0.99989 
k141_37060_length_26214_cov_75.9644 CP042813.1 99.823 84.23361562523843 0.8408452212558175 
k141_30398_length_26093_cov_80.1247 CP042813.1 99.996 100.0 0.9999600000000001 
k141_25513_length_25866_cov_5.0000 CP036353.1 99.718 100.0 0.9971800000000001 
k141_15723_length_25667_cov_73.9374 CP042813.1 100.000 100.0 1.0 
k141_22873_length_25626_cov_69.8893 CP042813.1 99.988 100.0 0.9998799999999999 
k141_60813_length_25610_cov_5.0000 CP022423.1 99.742 100.0 0.9974200000000001 
k141_8576_length_25502_cov_84.0994 CP042813.1 99.973 72.85703082111206 0.7283735942279036 
k141_36759_length_25410_cov_15.2357 CP028435.1 99.949 100.00787091696182 0.9995686690279417 
k141_31275_length_25392_cov_5.0000 CP022423.1 99.815 100.0 0.99815 
k141_19061_length_25307_cov_7.0000 CP012696.1 99.818 99.86960129608408 0.996878386217252 
k141_50776_length_25258_cov_87.9850 CP042813.1 100.000 100.0 1.0 
k141_21427_length_25245_cov_6.0000 CP036353.1 99.719 100.0 0.9971899999999999 
k141_54573_length_25138_cov_8.2498 CP012696.1 99.889 100.0 0.99889 
k141_35347_length_25115_cov_5.0000 CP036353.1 99.689 100.0 0.9968899999999999 
k141_15638_length_24954_cov_5.0000 CP022423.1 99.860 100.0 0.9986 
k141_54543_length_24815_cov_5.0000 CP036353.1 99.879 100.0 0.99879 
k141_52791_length_24700_cov_79.6697 CP042813.1 100.000 100.0 1.0 
k141_1859_length_24669_cov_11.0000 CP028435.1 99.984 100.0 0.99984 
k141_52168_length_24591_cov_78.2772 CP042813.1 100.000 100.0 1.0 
k141_61360_length_24428_cov_5.0000 CP036353.1 99.861 100.0 0.99861 
k141_33360_length_24422_cov_5.0000 CP036353.1 99.828 100.0 0.9982800000000001 
k141_854_length_24109_cov_76.8288 CP042813.1 99.846 99.54788668132232 0.993945829358331 
k141_40732_length_24085_cov_5.0000 CP036353.1 99.830 100.0 0.9983 
k141_56501_length_24037_cov_83.9307 CP042813.1 99.950 100.0 0.9995 
k141_52657_length_23939_cov_7.0000 CP012696.1 99.887 99.97911358035006 0.9986613718200426 
k141_43170_length_23904_cov_76.1619 CP042813.1 99.962 99.09638554216868 0.9905872891566265 
k141_6479_length_23819_cov_7.0000 CP012696.1 99.912 100.0 0.9991200000000001 
k141_39218_length_23785_cov_74.9311 CP042813.1 100.000 100.0 1.0 
k141_31818_length_23636_cov_5.0000 CP036353.1 99.704 99.97461499407683 0.9967869013369436 
k141_42370_length_23538_cov_6.0000 CP036353.1 99.856 100.0 0.9985599999999999 
k141_59644_length_23481_cov_74.9302 CP044331.1 99.970 100.0 0.9997 
k141_46061_length_23442_cov_5.0000 CP036353.1 99.800 100.0 0.998 
k141_61671_length_23383_cov_10.9716 CP028435.1 99.957 99.9828935551469 0.9993990091091819 
k141_51770_length_23226_cov_5.0000 CP022423.1 99.737 100.0 0.9973699999999999 
k141_2310_length_23196_cov_7.0000 CP012696.1 99.931 100.0 0.99931 
k141_19472_length_23126_cov_77.9189 CP042813.1 100.000 100.0 1.0 
k141_22055_length_23122_cov_7.0000 CP012696.1 99.888 99.98702534382838 0.9987503987544329 
k141_51343_length_22991_cov_5.0000 CP022423.1 99.835 100.0 0.99835 
k141_45922_length_22964_cov_7.0000 CP012696.1 99.956 99.57759972130292 0.9953378557742555 
k141_34007_length_22800_cov_5.0000 CP036353.1 99.833 100.0 0.9983299999999999 
k141_11557_length_22638_cov_75.9267 CP042813.1 99.996 100.0 0.9999600000000001 
k141_21725_length_22572_cov_7.0000 CP012696.1 99.938 100.0 0.9993800000000002 
k141_61717_length_22508_cov_70.5578 CP042813.1 99.987 100.0 0.9998699999999999 
k141_53140_length_22392_cov_11.0000 CP028435.1 99.991 100.0 0.9999100000000001 
k141_61933_length_22358_cov_7.0000 CP012696.1 99.888 100.0 0.9988800000000001 
k141_36014_length_22279_cov_6.9577 CP012696.1 99.901 100.0 0.9990100000000001 
k141_28040_length_22239_cov_10.0000 CP028435.1 99.987 100.0 0.9998699999999999 
k141_5739_length_22190_cov_5.0000 CP036353.1 99.833 100.0 0.9983299999999999 
k141_37577_length_21941_cov_5.0000 CP036353.1 99.781 100.0 0.9978100000000001 
k141_22564_length_21841_cov_78.7556 CP042813.1 99.991 100.0 0.9999100000000001 
k141_6656_length_21548_cov_5.0000 CP036353.1 99.847 99.99071839613886 0.9983773259699276 
k141_50165_length_21405_cov_5.0000 CP036353.1 99.874 100.0 0.99874 
k141_55524_length_21348_cov_71.9230 CP042813.1 100.000 100.0 1.0 
k141_32645_length_20883_cov_9.9905 CP028435.1 99.976 100.0 0.99976 
k141_16552_length_20802_cov_7.0000 CP012696.1 99.928 100.0 0.99928 
k141_56946_length_20658_cov_70.9670 CP042813.1 99.966 100.0 0.9996599999999999 
k141_40291_length_20630_cov_7.0000 CP012696.1 99.913 99.9951526902569 0.9990815690741638 
k141_35990_length_20248_cov_5.0000 CP012541.1 99.778 100.0 0.9977800000000001 
k141_34209_length_20134_cov_6.0000 CP012696.1 99.901 100.0 0.9990100000000001 
k141_51759_length_20100_cov_75.8911 CP042813.1 100.000 100.0 1.0 
k141_29730_length_20069_cov_5.0000 CP036353.1 99.841 100.0 0.9984099999999999 
k141_54399_length_20058_cov_7.0000 CP012696.1 99.830 99.99002891614317 0.9982004586698573 
k141_49954_length_19936_cov_5.0000 CP022423.1 99.865 100.0 0.99865 
k141_61666_length_19768_cov_6.0000 CP036353.1 99.782 99.98988263860785 0.9977190469445568 
k141_6918_length_19733_cov_5.0000 CP022423.1 99.818 100.0 0.99818 
k141_41437_length_19607_cov_7.0000 CP012696.1 99.949 100.0 0.99949 
k141_40260_length_19588_cov_5.0000 CP022423.1 99.821 99.98978966714314 0.9981080794363896 
k141_37565_length_19568_cov_6.9775 CP012696.1 99.719 100.0 0.9971899999999999 
k141_57691_length_19450_cov_71.0036 CP042813.1 100.000 100.0 1.0 
k141_27733_length_19190_cov_5.0000 CP022423.1 99.818 100.0 0.99818 
k141_27909_length_19047_cov_83.0000 CP042813.1 99.958 100.0 0.9995799999999999 
k141_57584_length_19030_cov_7.0000 CP012696.1 99.806 100.00525486074619 0.9981124466631635 
k141_59814_length_18984_cov_7.0000 CP012696.1 99.863 99.97366203118415 0.9983669811420143 
k141_30276_length_18928_cov_7.0000 CP012696.1 99.847 100.0 0.9984699999999999 
k141_42374_length_18616_cov_5.0000 CP036353.1 99.882 100.0 0.99882 
k141_14609_length_18610_cov_10.0000 CP059439.1 99.956 98.5814078452445 0.985380320257926 
k141_33459_length_18537_cov_5.0000 CP036353.1 99.806 100.0 0.9980600000000001 
k141_2167_length_18536_cov_70.5403 CP042813.1 99.978 100.0 0.9997799999999999 
k141_13576_length_18432_cov_73.0578 CP042813.1 99.962 99.64735243055556 0.9960948643663194 
k141_7496_length_18318_cov_5.0000 CP036353.1 99.869 99.98362266622995 0.9985264412053719 
k141_55461_length_18297_cov_6.0000 CP036353.1 99.836 100.0 0.99836 
k141_33730_length_18230_cov_5.0000 CP036353.1 99.715 100.0 0.99715 
k141_34306_length_18222_cov_5.0000 CP022423.1 99.737 100.0 0.9973699999999999 
k141_6525_length_18159_cov_9.0000 CP012696.1 99.884 100.0 0.99884 
k141_29994_length_18147_cov_5.0000 CP022423.1 99.851 100.0 0.99851 
k141_52578_length_18052_cov_8.9822 CP059439.1 99.989 100.0 0.99989 
k141_2064_length_18023_cov_7.0000 CP012696.1 99.850 100.0 0.9985 
k141_25932_length_17988_cov_7.0000 CP012696.1 99.900 100.0 0.999 
k141_42827_length_17950_cov_8.0000 CP012696.1 99.844 100.00557103064067 0.9984956233983286 
k141_4774_length_17884_cov_7.0000 CP012696.1 99.899 100.0 0.9989899999999999 
k141_47521_length_17869_cov_5.0000 CP036353.1 99.810 99.98321114779786 0.9979324304661704 
k141_23195_length_17857_cov_4.9950 CP036353.1 99.905 100.0 0.99905 
k141_17226_length_17817_cov_5.0000 CP012541.1 99.764 99.97754953134647 0.9974160251445248 
k141_57751_length_17811_cov_5.0000 CP036353.1 99.832 100.0 0.9983199999999999 
k141_30903_length_17624_cov_5.0000 CP036353.1 99.790 100.0 0.9979 
k141_52569_length_17498_cov_75.8605 CP042813.1 99.994 100.0 0.9999399999999999 
k141_27547_length_17477_cov_5.0000 CP036353.1 99.840 100.0 0.9984 
k141_18841_length_17444_cov_5.0000 CP036353.1 99.874 100.0 0.99874 
k141_28840_length_17359_cov_6.0000 CP036353.1 99.729 100.0 0.99729 
k141_16560_length_17339_cov_5.0000 CP036353.1 99.862 100.0 0.9986199999999998 
k141_31578_length_17222_cov_71.2310 CP042813.1 99.959 99.99419347346418 0.9995319585414006 
k141_22781_length_17217_cov_81.7913 CP042813.1 99.994 100.0 0.9999399999999999 
k141_21687_length_17188_cov_5.0000 CP036353.1 99.756 100.0 0.99756 
k141_33172_length_17161_cov_5.0000 CP022423.1 99.808 99.9883456675019 0.9979636804382032 
k141_41163_length_17141_cov_11.0000 CP022423.1 99.802 100.00583396534624 0.9980782241409486 
k141_26077_length_17115_cov_5.0000 CP022423.1 99.871 100.0 0.99871 
k141_17526_length_17043_cov_5.0000 CP036353.1 99.894 100.0 0.9989400000000002 
k141_62775_length_17016_cov_77.8186 CP042813.1 99.988 99.88834038551951 0.9987635378467324 
k141_49014_length_17011_cov_7.0000 CP012696.1 99.894 100.0 0.9989400000000002 
k141_34508_length_17006_cov_42.2967 CP044333.1 99.724 100.00588027754911 0.9972986404798309 
k141_61096_length_16850_cov_5.0000 CP012541.1 99.685 100.0 0.99685 
k141_31043_length_16756_cov_6.0000 CP036353.1 99.827 100.0 0.9982700000000001 
k141_16335_length_16720_cov_6.0000 CP036353.1 99.808 99.91626794258373 0.9972442870813398 
k141_36064_length_16713_cov_5.0000 CP036353.1 99.815 100.0 0.99815 
k141_35030_length_16665_cov_7.0000 CP012696.1 99.952 100.0 0.9995200000000001 
k141_48259_length_16618_cov_5.0000 CP036353.1 99.850 100.0 0.9985 
k141_20064_length_16543_cov_6.0000 CP012541.1 99.782 100.0 0.9978199999999999 
k141_20914_length_16429_cov_5.0000 CP036353.1 99.787 100.0 0.99787 
k141_47631_length_16426_cov_5.0000 CP036353.1 99.927 100.0 0.9992700000000001 
k141_41444_length_16268_cov_97.3618 CP042813.1 100.000 100.0 1.0 
k141_18555_length_16258_cov_5.0000 CP022423.1 99.766 100.0 0.99766 
k141_33533_length_16144_cov_5.0000 CP036353.1 99.771 100.0 0.99771 
k141_44470_length_16092_cov_9.9752 CP059439.1 99.994 100.0 0.9999399999999999 
k141_16960_length_16090_cov_36.9503 CP044332.1 99.981 100.0 0.9998099999999999 
k141_15632_length_16079_cov_6.0000 CP036353.1 99.776 100.0 0.9977600000000001 
k141_42934_length_16064_cov_7.0000 CP012696.1 99.838 100.0 0.9983799999999999 
k141_53445_length_16051_cov_5.0000 CP012541.1 99.651 99.99376985857579 0.9964479160176936 
k141_59616_length_16022_cov_6.0000 CP036353.1 99.744 100.0 0.99744 
k141_20897_length_15919_cov_10.0000 CP059440.1 99.975 100.0 0.99975 
k141_59631_length_15916_cov_5.0000 CP036353.1 99.849 100.0 0.99849 
k141_13316_length_15868_cov_5.0000 CP036353.1 99.824 100.0 0.99824 
k141_59709_length_15717_cov_7.0000 CP012696.1 99.898 100.0 0.99898 
k141_32898_length_15677_cov_5.0000 CP036353.1 99.828 100.0 0.9982800000000001 
k141_45976_length_15574_cov_5.0000 CP036353.1 99.795 100.0 0.99795 
k141_45901_length_15564_cov_5.0000 CP036353.1 99.801 100.0 0.9980100000000001 
k141_58526_length_15503_cov_5.9749 CP036353.1 99.813 100.0 0.9981300000000001 
k141_47782_length_15500_cov_5.0000 CP036353.1 99.787 100.0 0.99787 
k141_55000_length_15481_cov_10.4242 CP059439.1 99.955 100.0 0.99955 
k141_46736_length_15445_cov_5.0000 CP022423.1 99.903 100.0 0.9990300000000001 
k141_1093_length_15405_cov_73.5744 CP042813.1 99.961 100.0 0.99961 
k141_53219_length_15397_cov_4.9861 CP022423.1 99.831 100.0 0.99831 
k141_33247_length_15393_cov_7.9610 CP012696.1 99.812 100.0 0.9981199999999999 
k141_27749_length_15367_cov_7.0000 CP012696.1 99.883 100.0 0.9988299999999999 
k141_29772_length_15346_cov_74.0045 CP042813.1 99.987 98.8791867587645 0.9886633246448586 
k141_47068_length_15302_cov_73.8949 CP042813.1 99.993 98.94784995425434 0.9894092360475754 
k141_53671_length_15297_cov_5.0000 CP036353.1 99.752 100.0 0.9975199999999999 
